hour_of_year,2019,2020,2021,2022,2023,2024,2025
3126,0,0,0,0,0,0,0
3127,0,0,0,0,0,0,0
3128,0,0,0,0,0,0,0
3129,0,0,0,0,0,0,0
3130,0,0,0,0,0,0,0
3131,0,0,0,0,0,0,0
3132,0,0,0,0,0,0,0
3133,0,0,0,0,0,0,0
3134,0,0,0,0,0,0,0
3135,0,0,0,0,0,0,0
3136,0,0,0,0,0,0,0
3137,0,0,0,0,0,0,0
3138,0,0,0,0,0,0,0
3139,0,0,0,0,0,0,0
3140,0,0,0,0,0,0,0
3141,0,0,0,0,0,0,0
3142,0,0,0,0,0,0,0
3143,0,0,0,0,0,0,0
3144,0,0,0,0,0,0,0
3145,0,0,0,0,0,0,0
3146,0,0,0,0,0,0,0
3147,0,0,0,0,0,0,0
3148,0,0,0,0,0,0,0
3149,0,0,0,0,0,0,0
3150,0,0,0,0,0,0,0
3151,0,0,0,0,0,0,0
3152,0,0,0,0,0,0,0
3153,0,0,0,0,0,0,0
3154,0,0,0,0,0,0,0
3155,0,0,0,0,0,0,0
3156,0,0,0,0,0,0,0
3157,0,0,0,0,0,0,0
3158,0,0,0,0,0,0,0
3159,0,0,0,0,0,0,0
3160,0,0,0,0,0,0,0
3161,0,0,0,0,0,0,0
3162,0,0,0,0,0,0,0
3163,0,0,0,0,0,0,0
3164,0,0,0,0,0,0,0
3165,0,0,0,0,0,0,0
3166,0,0,0,0,0,0,0
3167,0,0,0,0,0,0,0
3168,0,0,0,0,0,0,0
3169,0,0,0,0,0,0,0
3170,0,0,0,0,0,0,0
3171,0,0,0,0,0,0,0
3172,0,0,0,0,0,0,0
3173,0,0,0,0,0,0,0
3174,0,0,0,0,0,0,0
3175,0,0,0,0,0,0,0
3176,0,0,0,0,0,0,0
3177,0,0,0,0,0,0,0
3178,0,0,0,0,0,0,0
3179,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0
3181,0,0,0,0,0,0,0
3182,0,0,0,0,0,0,0
3183,0,0,0,0,0,0,0
3184,0,0,0,0,0,0,0
3185,0,0,0,0,0,0,0
3186,0,0,0,0,0,0,0
3187,0,0,0,0,0,0,0
3188,0,0,0,0,0,0,0
3189,0,0,0,0,0,0,0
3190,0,0,0,0,0,0,0
3191,0,0,0,0,0,0,0
3192,0,0,0,0,0,0,0
3193,0,0,0,0,0,0,0
3194,0,0,0,0,0,0,0
3195,0,0,0,0,0,0,0
3196,0,0,0,0,0,0,0
3197,0,0,0,0,0,0,0
3198,0,0,0,0,0,0,0
3199,0,0,0,0,0,0,0
3200,0,0,0,0,0,0,0
3201,0,0,0,0,0,0,0
3202,0,0,0,0,0,0,0
3203,0,0,0,0,0,0,0
3204,0,0,0,0,0,0,0
3205,0,0,0,0,0,0,0
3206,0,0,0,0,0,0,0
3207,0,0,0,0,0,0,0
3208,0,0,0,0,0,0,0
3209,0,0,0,0,0,0,0
3210,0,0,0,0,0,0,0
3211,0,0,0,0,0,0,0
3212,0,0,0,0,0,0,0
3213,0,0,0,0,0,0,0
3214,0,0,0,0,0,0,0
3215,0,0,0,0,0,0,0
3216,0,0,0,0,0,0,0
3217,0,0,0,0,0,0,0
3218,0,0,0,0,0,0,0
3219,0,0,0,0,0,0,0
3220,0,0,0,0,0,0,0
3221,0,0,0,0,0,0,0
3222,0,0,0,0,0,0,0
3223,0,0,0,0,0,0,0
3224,0,0,0,0,0,0,0
3225,0,0,0,0,0,0,0
3226,0,0,0,0,0,0,0
3227,0,0,0,0,0,0,0
3228,0,0,0,0,0,0,0
3229,0,0,0,0,0,0,0
3230,0,0,0,0,0,0,0
3231,0,0,0,0,0,0,0
3232,0,0,0,0,0,0,0
3233,0,0,0,0,0,0,0
3234,0,0,0,0,0,0,0
3235,0,0,0,0,0,0,0
3236,0,0,0,0,0.000304740765672545,0,0
3237,0,0,0,0,0,0,0
3238,0,0,0,0,0,0,0
3239,0,0,0,0,0,0,0
3240,0,0,0,0,0,0,0
3241,0,0,0,0,0,0,0
3242,0,0,0,0,0,0,0
3243,0,0,0,0,0,0,0
3244,0,0,0,0,0,0,0
3245,0,0,0,0,0,0,0
3246,0,0,0,0,0,0,0
3247,0,0,0,0,0,0,0
3248,0,0,0,0,0,0,0
3249,0,0,0,0,0,0,0
3250,0,0,0,0,0,0,0
3251,0,0,0,0,0,0,0
3252,0,0,0,0,0,0,0
3253,0,0,0,0,0,0,0
3254,0,0,0,0,0,0,0
3255,0,0,0,0,0,0,0
3256,0,0,0,0,0,0,0
3257,0,0,0,0,0,0,0
3258,0,0,0,0,0,0,0
3259,0,0,0,0,0.000720348041244616,0,0
3260,0,0,0,0,0.000500320660059402,0,0
3261,0,0,0,0,0,0,0
3262,0,0,0,0,0,0,0
3263,0,0,0,0,0,0,0
3264,0,0,0,0,0,0,0
3265,0,0,0,0,0,0,0
3266,0,0,0,0,0,0,0
3267,0,0,0,0,0,0,0
3268,0,0,0,0,0,0,0
3269,0,0,0,0,0,0,0
3270,0,0,0,0,0,0,0
3271,0,0,0,0,0,0,0
3272,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0
3274,0,0,0,0,0,0,0
3275,0,0,0,0,0,0,0
3276,0,0,0,0,0,0,0
3277,0,0,0,0,0,0,0
3278,0,0,0,0,0,0,0
3279,0,0,0,0,0,0,0
3280,0,0,0,0,0,0,0
3281,0,0,0,0,0,0,0
3282,0,0,0,0,0,0,0
3283,0,0,0,0,0,0,0
3284,0,0,0,0,0,0,0
3285,0,0,0,0,0,0,0
3286,0,0,0,0,0,0,0
3287,0,0,0,0,0,0,0
3288,0,0,0,0,0,0,0
3289,0,0,0,0,0,0,0
3290,0,0,0,0,0,0,0
3291,0,0,0,0,0,0,0
3292,0,0,0,0,0,0,0
3293,0,0,0,0,0,0,0
3294,0,0,0,0,0,0,0
3295,0,0,0,0,0,0,0
3296,0,0,0,0,0,0,0
3297,0,0,0,0,0,0,0
3298,0,0,0,0,0,0,0
3299,0,0,0,0,0,0,0
3300,0,0,0,0,0,0,0
3301,0,0,0,0,0,0,0
3302,0,0,0,0,0,0,0
3303,0,0,0,0,0,0,0
3304,0,0,0,0,0,0,0
3305,0,0,0,0,0,0,0
3306,0,0,0,0,0,0,0
3307,0,0,0,0,0,0,0
3308,0,0,0,0,0,0,0
3309,0,0,0,0,0,0,0
3310,0,0,0,0,0,0,0
3311,0,0,0,0,0,0,0
3312,0,0,0,0,0,0,0
3313,0,0,0,0,0,0,0
3314,0,0,0,0,0,0,0
3315,0,0,0,0,0,0,0
3316,0,0,0,0,0,0,0
3317,0,0,0,0,0,0,0
3318,0,0,0,0,0,0,0
3319,0,0,0,0,0,0,0
3320,0,0,0,0,0,0,0
3321,0,0,0,0,0,0,0
3322,0,0,0,0,0,0,0
3323,0,0,0,0,0,0,0
3324,0,0,0,0,0,0,0
3325,0,0,0,0,0,0,0
3326,0,0,0,0,0,0,0
3327,0,0,0,0,0,0,0
3328,0,0,0,0,0,0,0
3329,0,0,0,0,0,0,0
3330,0,0,0,0,0,0,0
3331,0,0,0,0,0,0,0
3332,0,0,0,0,0,0,0
3333,0,0,0,0,0,0,0
3334,0,0,0,0,0,0,0
3335,0,0,0,0,0,0,0
3336,0,0,0,0,0,0,0
3337,0,0,0,0,0,0,0
3338,0,0,0,0,0,0,0
3339,0,0,0,0,0,0,0
3340,0,0,0,0,0,0,0
3341,0,0,0,0,0,0,0
3342,0,0,0,0,0,0,0
3343,0,0,0,0,0,0,0
3344,0,0,0,0,0,0,0
3345,0,0,0,0,0,0,0
3346,0,0,0,0,0,0,0
3347,0,0,0,0,0,0,0
3348,0,0,0,0,0,0,0
3349,0,0,0,0,0,0,0
3350,0,0,0,0,0,0,0
3351,0,0,0,0,0,0,0
3352,0,0,0,0,0,0,0
3353,0,0,0,0,0,0,0
3354,0,0,0,0,0,0,0
3355,0,0,0,0,0,0,0
3356,0,0,0,0,0,0,0
3357,0,0,0,0,0,0,0
3358,0,0,0,0,0,0,0
3359,0,0,0,0,0,0,0
3360,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0
3362,0,0,0,0,0,0,0
3363,0,0,0,0,0,0,0
3364,0,0,0,0,0,0,0
3365,0,0,0,0,0,0,0
3366,0,0,0,0,0,0,0
3367,0,0,0,0,0,0,0
3368,0,0,0,0,0,0,0
3369,0,0,0,0,0,0,0
3370,0,0,0,0,0,0,0
3371,0,0,0,0,0,0,0
3372,0,0,0,0,0,0,0
3373,0,0,0,0,0,0,0
3374,0,0,0,0,0,0,0
3375,0,0,0,0,0,0,0
3376,0,0,0,0,0,0,0
3377,0,0,0,0,0,0,0
3378,0,0,0,0,0,0,0
3379,0,0,0,0,0,0,0
3380,0,0,0,0,0,0,3.88759468535902e-05
3381,0,0,0,0,0,0,0.000155503787414361
3382,0,0,0,0,0,0,0
3383,0,0,0,0,0,0,0
3384,0,0,0,0,0,0,0
3385,0,0,0,0,0,0,0
3386,0,0,0,0,0,0,0
3387,0,0,0,0,0,0,0
3388,0,0,0,0,0,0,0
3389,0,0,0,0,0,0,0
3390,0,0,0,0,0,0,0
3391,0,0,0,0,0,0,0
3392,0,0,0,0,0,0,0
3393,0,0,0,0,0,0,0
3394,0,0,0,0,0,0,0
3395,0,0,0,0,0,0,0
3396,0,0,0,0,0,0,0
3397,0,0,0,0,0,0,0
3398,0,0,0,0,0,0,0
3399,0,0,0,0,0,0,0
3400,0,0,0,0,0,0,0
3401,0,0,0,0,0,0,0
3402,0,0,0,0,0,0,0
3403,0,0,0,0,0.00033259952969858,0,0
3404,0,0,0,0,0.000391159788773714,0,0
3405,0,0,0,0,0,0,0
3406,0,0,0,0,0,0,0
3407,0,0,0,0,0,0,0
3408,0,0,0,0,0,0,0
3409,0,0,0,0,0,0,0
3410,0,0,0,0,0,0,0
3411,0,0,0,0,0,0,0
3412,0,0,0,0,0,0,0
3413,0,0,0,0,0,0,0
3414,0,0,0,0,0,0,0
3415,0,0,0,0,0,0,0
3416,0,0,0,0,0,0,0
3417,0,0,0,0,0,0,0
3418,0,0,0,0,0,0,0
3419,0,0,0,0,0,0,0
3420,0,0,0,0,0,0,0
3421,0,0,0,0,0,0,0
3422,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,0
3424,0,0,0,0,0,0,0
3425,0,0,0,0,0,0,0
3426,0,0,0,0,0,0,0
3427,0,0,0,0,0,0,0
3428,0,0,0,0,0,0,0
3429,0,0,0,0,0,0,0
3430,0,0,0,0,0,0,0
3431,0,0,0,0,0,0,0
3432,0,0,0,0,0,0,0
3433,0,0,0,0,0,0,0
3434,0,0,0,0,0,0,0
3435,0,0,0,0,0,0,0
3436,0,0,0,0,0,0,0
3437,0,0,0,0,0,0,0
3438,0,0,0,0,0,0,0
3439,0,0,0,0,0,0,0
3440,0,0,0,0,0,0,0
3441,0,0,0,0,0,0,0
3442,0,0,0,0,0,0,0
3443,0,0,0,0,0,0,0
3444,0,0,0,0,0,0,0
3445,0,0,0,0,0,0,0
3446,0,0,0,0,0,0,0
3447,0,0,0,0,0,0,0
3448,0,0,0,0,0,0,0
3449,0,0,0,0,0,0,0
3450,0,0,0,0,0,0,0
3451,0,0,0,0.000835172768659385,0,0,0
3452,0,0,0,0.000346400517470805,0,0,0
3453,0,0,0,0,0,0,0
3454,0,0,0,0,0,0,0
3455,0,0,0,0,0,0,0
3456,0,0,0,0,0,0,0
3457,0,0,0,0,0,0,0
3458,0,0,0,0,0,0,0
3459,0,0,0,0,0,0,0
3460,0,0,0,0,0,0,0
3461,0,0,0,0,0,0,0
3462,0,0,0,0,0,0,0
3463,0,0,0,0,0,0,0
3464,0,0,0,0,0,0,0
3465,0,0,0,0,0,0,0
3466,0,0,0,0,0,0,0
3467,0,0,0,0,0,0,0
3468,0,0,0,0,0,0,0
3469,0,0,0,0,0,0,0
3470,0,0,0,0,0,0,0
3471,0,0,0,0,0,0,0
3472,0,0,0,0,0,0,0
3473,0,0,0,0,0,0,0
3474,0,0,0,0.00030380110108281,0,0,0
3475,0,0.000219890936246144,0,0.00107955889425367,0,0,0
3476,0,0,0,0.000606481164892252,0,0,0
3477,0,0,0,0,0,0,0
3478,0,0,0,0,0,0,0
3479,0,0,0,0,0,0,0
3480,0,0,0,0,0,0,0
3481,0,0,0,0,0,0,0
3482,0,0,0,0,0,0,0
3483,0,0,0,0,0,0,0
3484,0,0,0,0,0,0,0
3485,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0
3487,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0
3490,0,0,0,0,0,0,0
3491,0,0,0,0,0,0,0
3492,0,0,0,0,0,0,0
3493,0,0,0,0,0,0,0
3494,0,0,0,0,0,0,0
3495,0,0,0,0,0,0,0
3496,0,0,0,0,0,0,0
3497,0,0,0,0,0,0,0
3498,0,0.00222686615631181,0,0,0,0,0
3499,0,0.00246396127338895,0,0,0,0,0
3500,0,0.00153170972460945,0,0,0,0,0
3501,0,0.000403760618877395,0,0,0,0,0
3502,0,0,0,0,0,0,0
3503,0,0,0,0,0,0,0
3504,0,0,0,0,0,0,0
3505,0,0,0,0,0,0,0
3506,0,0,0,0,0,0,0
3507,0,0,0,0,0,0,0
3508,0,0,0,0,0,0,0
3509,0,0,0,0,0,0,0
3510,0,0,0,0,0,0,0
3511,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0
3513,0,0,0,0,0,0,0
3514,0,0,0,0,0,0,0
3515,0,0,0,0,0,0,0
3516,0,0,0,0,0,0,0
3517,0,0,0,0,0,0,0
3518,0,0,0,0,0,0,0
3519,0,0,0,0,0,0,0
3520,0,0,0,0,0,0,0
3521,0,0,0,0,0,0,0
3522,0,0.00152041948093911,0,0,0,0,0
3523,0,0.00181181529376408,0,0,0,0,0
3524,0,0.000980638307366669,0,0,0,0,0
3525,0,0,0,0,0,0,0
3526,0,0,0,0,0,0,0
3527,0,0,0,0,0,0,0
3528,0,0,0,0,0,0,0
3529,0,0,0,0,0,0,0
3530,0,0,0,0,0,0,0
3531,0,0,0,0,0,0,0
3532,0,0,0,0,0,0,0
3533,0,0,0,0,0,0,0
3534,0,0,0,0,0,0,0
3535,0,0,0,0,0,0,0
3536,0,0,0,0,0,0,0
3537,0,0,0,0,0,0,0
3538,0,0,0,0,0,0,0
3539,0,0,0,0,0,0,0
3540,0,0,0,0,0,0,0
3541,0,0,0,0,0,0,0
3542,0,0,0,0,0,0,0
3543,0,0,0,0,0,0,0
3544,0,0,0,0,0,0,0
3545,0,0,0,0,0,0,0
3546,0,0.000740855037034687,0,0,0,0,0
3547,0,0.00114622854786499,0,0,0,0,0
3548,0,0.000314513930816613,0,0,0,0,0
3549,0,0,0,0,0,0,0
3550,0,0,0,0,0,0,0
3551,0,0,0,0,0,0,0
3552,0,0,0,0,0,0,0
3553,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0
3555,0,0,0,0,0,0,0
3556,0,0,0,0,0,0,0
3557,0,0,0,0,0,0,0
3558,0,0,0,0,0,0,0
3559,0,0,0,0,0,0,0
3560,0,0,0,0,0,0,0
3561,0,0,0,0,0,0,0
3562,0,0,0,0,0,0,0
3563,0,0,0,0,0,0,0
3564,0,0,0,0,0,0,0
3565,0,0,0,0,0,0,0
3566,0,0,0,0,0,0,0
3567,0,0,0,0,0,0,0
3568,0,0,0,0,0,0,0
3569,0,0,0,0,0,0,0
3570,0,0,0,0,0,0,0
3571,0,0,0,0,0,0,0
3572,0,0,0,0,0,0,0
3573,0,0,0,0,0,0,0
3574,0,0,0,0,0,0,0
3575,0,0,0,0,0,0,0
3576,0,0,0,0,0,0,0
3577,0,0,0,0,0,0,0
3578,0,0,0,0,0,0,0
3579,0,0,0,0,0,0,0
3580,0,0,0,0,0,0,0
3581,0,0,0,0,0,0,0
3582,0,0,0,0,0,0,0
3583,0,0,0,0,0,0,0
3584,0,0,0,0,0,0,0
3585,0,0,0,0,0,0,0
3586,0,0,0,0,0,0,0
3587,0,0,0,0,0,0,0
3588,0,0,0,0,0,0,0
3589,0,0,0,0,0,0,0
3590,0,0,0,0,0,0,0
3591,0,0,0,0,0,0,0
3592,0,0,0,0,0,0,0
3593,0,0,0,0,0,0,0
3594,0,0,0,0,0,0,0
3595,0,0,0,0,0,0,0
3596,0,0,0,0,0,0,0.00390179935824783
3597,0,0,0,0,0,0,0.004071507818551
3598,0,0,0,0,0,0,0.00243273713579966
3599,0,0,0,0,0,0,0.000337921691881207
3600,0,0,0,0,0,0,0
3601,0,0,0,0,0,0,0
3602,0,0,0,0,0,0,0
3603,0,0,0,0,0,0,0
3604,0,0,0,0,0,0,0
3605,0,0,0,0,0,0,0
3606,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0
3608,0,0,0,0,0,0,0
3609,0,0,0,0,0,0,0
3610,0,0,0,0,0,0,0
3611,0,0,0,0,0,0,0
3612,0,0,0,0,0,0,0
3613,0,0,0,0,0,0,0
3614,0,0,0,0,0,0,0
3615,0,0,0,0,0,0,0
3616,0,0,0,0,0,0,0
3617,0,0,0,0,0,0,0
3618,0,0,0,0,0,0,0
3619,0,0,0.000141423833207657,0,0,0,6.65376782686448e-05
3620,0,0,0,0,0,0,0.00244918465177618
3621,0,0,0,0,0,0,0.0019609924730186
3622,0,0,0,0,0,0,0.00014802764378867
3623,0,0,0,0,0,0,0
3624,0,0,0,0,0,0,0
3625,0,0,0,0,0,0,0
3626,0,0,0,0,0,0,0
3627,0,0,0,0,0,0,0
3628,0,0,0,0,0,0,0
3629,0,0,0,0,0,0,0
3630,0,0,0,0,0,0,0
3631,0,0,0,0,0,0,0
3632,0,0,0,0,0,0,0
3633,0,0,0,0,0,0,0
3634,0,0,0,0,0,0,0
3635,0,0,0,0,0,0,0
3636,0,0,0,0,0,0,0
3637,0,0,0,0,0,0,0
3638,0,0,0,0,0,0,0
3639,0,0,0,0,0,0,0
3640,0,0,0,0,0,0,0
3641,0,0,0,0,0,0,0
3642,0,0,0.000438901551334108,0,0,0,0
3643,0,0,0.00109237719443156,0,0,0,0
3644,0,0,0.000566914503806557,0,0,0,0
3645,0,0,0,0,0,0,0
3646,0,0,0,0,0,0,0
3647,0,0,0,0,0,0,0
3648,0,0,0,0,0,0,0
3649,0,0,0,0,0,0,0
3650,0,0,0,0,0,0,0
3651,0,0,0,0,0,0,0
3652,0,0,0,0,0,0,0
3653,0,0,0,0,0,0,0
3654,0,0,0,0,0,0,0
3655,0,0,0,0,0,0,0
3656,0,0,0,0,0,0,0
3657,0,0,0,0,0,0,0
3658,0,0,0,0,0,0,0
3659,0,0,0,0,0,0,0
3660,0,0,0,0,0,0,0
3661,0,0,0,0,0,0,0
3662,0,0,0,0,0,0,0
3663,0,0,0,0,0,0,0
3664,0,0,0,0,0,0,0
3665,0,0.000158601042035728,0,0,0,0,0
3666,0,0.00131827035617493,0,0,0,0,0
3667,0,0.00144730171240739,0.00025053963555322,0,0,0,0
3668,0,0.0010844010230036,0,0,0,0,0
3669,0,0.000224729612104862,0,0,0,0,0
3670,0,0,0,0,0,0,0
3671,0,0,0,0,0,0,0
3672,0,0,0,0,0,0,0
3673,0,0,0,0,0,0,0
3674,0,0,0,0,0,0,0
3675,0,0,0,0,0,0,0
3676,0,0,0,0,0,0,0
3677,0,0,0,0,0,0,0
3678,0,0,0,0,0,0,0
3679,0,0,0,0,0,0,0
3680,0,0,0,0,0,0,0
3681,0,0,0,0,0,0,0
3682,0,0,0,0,0,0,0
3683,0,0,0,0,0,0,0
3684,0,0,0,0,0,0,0
3685,0,0,0,0,0,0,0
3686,0,0,0,0,0,0,0
3687,0,0,0,0,0,0,0
3688,0,0,0,0,0,0,0
3689,0,0.000488706261730429,0,0,0,0,0
3690,0,0.00251181040132515,4.26709841574828e-06,0,0,0,0
3691,0,0.00243116580367987,0.000732721756532775,0,0,0,0
3692,0,0.0015924619881689,6.33968907482601e-05,0,0,0,0
3693,0,0.000324191282534047,0,0,0,0,0
3694,0,0,0,0,0,0,0
3695,0,0,0,0,0,0,0
3696,0,0,0,0,0,0,0
3697,0,0,0,0,0,0,0
3698,0,0,0,0,0,0,0
3699,0,0,0,0,0,0,0
3700,0,0,0,0,0,0,0
3701,0,0,0,0,0,0,0
3702,0,0,0,0,0,0,0
3703,0,0,0,0,0,0,0
3704,0,0,0,0,0,0,0
3705,0,0,0,0,0,0,0
3706,0,0,0,0,0,0,0
3707,0,0,0,0,0,0,0
3708,0,0,0,0,0,0,0
3709,0,0,0,0,0,0,0
3710,0,0,0,0,0,0,0
3711,0,0,0,0,0,0,0
3712,0,0,0,0,0,0,0
3713,0,0,0,0,0,0,0
3714,0,0.00105053029199258,0,0,0,0,0
3715,0.000424866418890429,0.00170213864096649,0,0,0,0,0
3716,0.000355216186285441,0.00102902506595384,0,0,0,0.000258587400242727,0
3717,0,0,0,0,0,0.000725193998014049,0
3718,0,0,0,0,0,0,0
3719,0,0,0,0,0,0,0
3720,0,0,0,0,0,0,0
3721,0,0,0,0,0,0,0
3722,0,0,0,0,0,0,0
3723,0,0,0,0,0,0,0
3724,0,0,0,0,0,0,0
3725,0,0,0,0,0,0,0
3726,0,0,0,0,0,0,0
3727,0,0,0,0,0,0,0
3728,0,0,0,0,0,0,0
3729,0,0,0,0,0,0,0
3730,0,0,0,0,0,0,0
3731,0,0,0,0,0,0,0
3732,0,0,0,0,0,0,0
3733,0,0,0,0,0,0,0
3734,0,0,0,0,0,0,0
3735,0,0,0,0,0,0,0
3736,0,0,0,0,0,0,0
3737,0,0,0,0,0,0,0
3738,0.000986354447890643,0,0,0,0,0,0
3739,0.00123870259832872,0,0,0,0,0,0
3740,0.000965459378109146,0,0,0,0,0.00217615663270935,0
3741,0.00030592525244191,0,0,0,0,0.00202789985657019,0.00010167555330939
3742,0,0,0,0,0,0.000544757456511346,0
3743,0,0,0,0,0,0,0
3744,0,0,0,0,0,0,0
3745,0,0,0,0,0,0,0
3746,0,0,0,0,0,0,0
3747,0,0,0,0,0,0,0
3748,0,0,0,0,0,0,0
3749,0,0,0,0,0,0,0
3750,0,0,0,0,0,0,0
3751,0,0,0,0,0,0,0
3752,0,0,0,0,0,0,0
3753,0,0,0,0,0,0,0
3754,0,0,0,0,0,0,0
3755,0,0,0,0,0,0,0
3756,0,0,0,0,0,0,0
3757,0,0,0,0,0,0,0
3758,0,0,0,0,0,0,0
3759,0,0,0,0,0,0,0
3760,0,0,0,0,0,0,0
3761,0,0,0,0,0,0,0
3762,0,0,0,0,0,0,0
3763,0,0,0,0,0,0,0
3764,0,0,0,0,0,0.000403970983045861,0
3765,0,0,0,0,0,0.000376962965687176,0
3766,0,0,0,0,0,0,0
3767,0,0,0,0,0,0,0
3768,0,0,0,0,0,0,0
3769,0,0,0,0,0,0,0
3770,0,0,0,0,0,0,0
3771,0,0,0,0,0,0,0
3772,0,0,0,0,0,0,0
3773,0,0,0,0,0,0,0
3774,0,0,0,0,0,0,0
3775,0,0,0,0,0,0,0
3776,0,0,0,0,0,0,0
3777,0,0,0,0,0,0,0
3778,0,0,0,0,0,0,0
3779,0,0,0,0,0,0,0
3780,0,0,0,0,0,0,0
3781,0,0,0,0,0,0,0
3782,0,0,0,0,0,0,0
3783,0,0,0,0,0,0,0
3784,0,0,0,0,0,0,0
3785,0,0,0,0,0,0,0
3786,0,0,0,0,0,0,0
3787,0,0,0,0,0,0,0
3788,0,0,0,0,0,0,0
3789,0,0,0,0,0,0,0
3790,0,0,0,0,0,0,0
3791,0,0,0,0,0,0,0
3792,0,0,0,0,0,0,0
3793,0,0,0,0,0,0,0
3794,0,0,0,0,0,0,0
3795,0,0,0,0,0,0,0
3796,0,0,0,0,0,0,0
3797,0,0,0,0,0,0,0
3798,0,0,0,0,0,0,0
3799,0,0,0,0,0,0,0
3800,0,0,0,0,0,0,0
3801,0,0,0,0,0,0,0
3802,0,0,0,0,0,0,0
3803,0,0,0,0,0,0,0
3804,0,0,0,0,0,0,0
3805,0,0,0,0,0,0,0
3806,0,0,0,0,0,0,0
3807,0,0,0,0,0,0,0
3808,0,0,0,0,0,0,0
3809,0,0,0,0,0,0,0
3810,0,0,0,0,0,0,0
3811,0,0,0,0,0,0,0
3812,0,0,0,0,0,0,0
3813,0,0,0,0,0,0,0
3814,0,0,0,0,0,0,0
3815,0,0,0,0,0,0,0
3816,0,0,0,0,0,0,0
3817,0,0,0,0,0,0,0
3818,0,0,0,0,0,0,0
3819,0,0,0,0,0,0,0
3820,0,0,0,0,0,0,0
3821,0,0,0,0,0,0,0
3822,0,0,0,0,0,0,0
3823,0,0,0,0,0,0,0
3824,0,0,0,0,0,0,0
3825,0,0,0,0,0,0,0
3826,0,0,0,0,0,0,0
3827,0,0,0,0,0,0,0
3828,0,0,0,0,0,0,0
3829,0,0,0,0,0,0,0
3830,0,0,0,0,0,0,0
3831,0,0,0,0,0,0,0
3832,0,0,0,0,0,0,0
3833,0,0,0,0,0,0,0
3834,0.000970281317289492,0.000536555389666631,0,0.000583499900788201,0,0,0
3835,0.00189555786889576,0.00142364596376477,0,0.00114682113065577,0,0,0
3836,0.00172250382942337,0.000738704514430813,0,0.000726992671779344,0,0,0
3837,0.00119423360366553,0,0,0,0,0,0
3838,0,0,0,0,0,0,0
3839,0,0,0,0,0,0,0
3840,0,0,0,0,0,0,0
3841,0,0,0,0,0,0,0
3842,0,0,0,0,0,0,0
3843,0,0,0,0,0,0,0
3844,0,0,0,0,0,0,0
3845,0,0,0,0,0,0,0
3846,0,0,0,0,0,0,0
3847,0,0,0,0,0,0,0
3848,0,0,0,0,0,0,0
3849,0,0,0,0,0,0,0
3850,0,0,0,0,0,0,0
3851,0,0,0,0,0,0,0
3852,0,0,0,0,0,0,0
3853,0,0,0,0,0,0,0
3854,0,0,0,0,0,0,0
3855,0.000893130290403966,0,0,0,0,0,0
3856,0.00276082806625773,0,0,0,0,0,0
3857,0.00394756087564272,0.000466125774389749,0,0,0,0,0
3858,0.00539360685872629,0.00254783165494005,0,0.00152629224769094,0,0,0
3859,0.00577293274091346,0.0029128828669477,0,0.00257950676602046,0,0,0
3860,0.0050292825651002,0.00192310483851457,0,0.00148929801766979,0,0,0
3861,0.00374771828516841,0.000594081869320268,0,0.00047531980390816,0,0,0.000486696950032447
3862,0.00198663894230228,0,0,0,0,0,0
3863,0.000220737660255809,0,0,0,0,0,0
3864,0,0,0,0,0,0,0
3865,0,0,0,0,0,0,0
3866,0,0,0,0,0,0,0
3867,0,0,0,0,0,0,0
3868,0,0,0,0,0,0,0
3869,0,0,0,0,0,0,0
3870,0,0,0,0,0,0,0
3871,0,0,0,0,0,0,0
3872,0,0,0,0,0,0,0
3873,0,0,0,0,0,0,0
3874,0,0,0,0,0,0,0
3875,0,0,0,0,0,0,0
3876,0,0,0,0,0,0,0
3877,0.000289852121840759,0,0,0,0,0,0
3878,0.000982068279730336,0,0,0,0,0,0
3879,0.00247526211257728,0,0,0,0,0,0
3880,0.00378843688269133,0,0,0,0,0,0
3881,0.00494248765985398,0,0,0,0,0,0
3882,0.00599956388238969,0.00109999231188169,0,0,0,0,0
3883,0.00585704879105948,0.00191020170289132,0,0.000517358701659472,0,0,0
3884,0.00495588193535494,0.00141558150400024,0,0,0,0.000757373763377588,0
3885,0.00382111891491367,0.000418814277104515,0,0,0,0.00096137049023574,0
3886,0.00177929555754743,0,0,0,0,0,0
3887,0.000112511914208058,0,0,0,0,0,0
3888,0,0,0,0,0,0,0
3889,0,0,0,0,0,0,0
3890,0,0,0,0,0,0,0
3891,0,0,0,0,0,0,0
3892,0,0,0,0,0,0,0
3893,0,0,0,0,0,0,0
3894,0,0,0,0,0,0,0
3895,0,0,0,0,0,0,0
3896,0,0,0,0,0,0,0
3897,0,0,0,0,0,0,0
3898,0,0,0,0,0,0,0
3899,0,0,0,0,0,0,0
